time,ang_x_track,ang_y_track,ang_x_filt,ang_y_filt,ang_x_raw,ang_y_raw,watts,temp,ptu_cmd_x,ptu_cmd_y,elapsed
2018-06-05 11:53:00.259126,0.001241,-0.158848,0.0,0.0,0.0,0.0,1.0,26.7,0.21892056496786652,-26.583627157218885,0.09294581413269043
2018-06-05 11:53:00.371054,0.001241,-0.158848,0.0,0.0,0.0,0.0,1.0,26.7,0.2768340412974377,-33.996552127403994,0.20387482643127441
2018-06-05 11:53:00.483123,0.001241,-0.147679,0.0,0.0,0.0,0.0,1.0,26.7,0.3347475176270089,-36.27340593251439,0.3169417381286621
2018-06-05 11:53:00.594355,0.0,-0.137751,0.0,0.0,0.0,0.0,1.0,26.6,-0.1867555147422662,-38.453918248392434,0.4281747341156006
2018-06-05 11:53:00.706600,0.0,-0.125341,0.0,0.0,0.0,0.0,1.0,26.6,-0.1867555147422662,-39.19709331078125,0.5404188632965088
2018-06-05 11:53:00.817975,0.0,-0.11169,0.0,0.0,0.0,0.0,1.0,26.6,-0.1867555147422662,-38.643646328225195,0.6517946720123291
2018-06-05 11:53:00.916923,0.0,-0.09928,0.0,0.0,0.0,0.0,1.0,26.6,-0.1867555147422662,-37.30276110807756,0.7507426738739014
2018-06-05 11:53:01.025868,0.0,-0.08687,0.0,0.0,0.0,0.0,1.0,26.7,-0.1867555147422662,-36.13655239778644,0.8596868515014648
2018-06-05 11:53:01.138832,0.0,-0.07446,0.0,0.0,0.0,0.0,1.0,26.7,-0.1867555147422662,-34.484713163173865,0.9726517200469971
2018-06-05 11:53:01.248764,0.0,-0.07446,0.0,0.0,0.0,0.0,1.0,26.7,-0.1867555147422662,-37.959521742948134,1.0825834274291992
2018-06-05 11:53:01.358776,0.0,-0.044676,0.0,0.0,0.0,0.0,1.0,26.7,-0.1867555147422662,-27.5217741301087,1.1925957202911377
2018-06-05 11:53:01.474859,0.0,-0.033507,0.0,0.0,0.0,0.0,1.0,26.7,-0.1867555147422662,-24.470851122812437,1.3086786270141602
2018-06-05 11:53:01.588785,0.0,-0.02482,0.0,0.0,0.0,0.0,1.0,26.8,-0.1867555147422662,-22.07548512790733,1.4226038455963135
2018-06-05 11:53:01.682781,0.0,-0.017374,0.0,0.0,0.0,0.0,1.0,26.8,-0.1867555147422662,-19.109181013491717,1.5166003704071045
2018-06-05 11:53:01.792879,0.0,-0.008687,0.0,0.0,0.0,0.0,1.0,26.8,-0.1867555147422662,-15.896907973431295,1.6266982555389404
2018-06-05 11:53:01.903826,0.0,-0.002482,0.0,0.0,0.0,0.0,1.0,26.8,-0.1867555147422662,-13.449535442905091,1.737645149230957
